text,Power_Failure,Battery_Charging,Display_Visual,Audio_Sound,Overheating_Thermal,Connectivity_Signal,Water_Liquid_Damage,Mechanical_Motor,Input_Controls,Software_Error,Data_Storage,Sensor_Accuracy
I noticed my smartwatch won't spin. Please help.,0,0,0,0,0,0,0,1,0,0,0,0
Laptop has been software freezes lately.,0,0,0,0,0,0,0,0,0,1,0,0
"I noticed my thermostat network drops, and Thermostat no lights but charger connected. I need this fixed. Please help.",1,0,0,0,0,1,0,0,0,0,0,0
"I noticed my e-scooter stuck in bootloop, and E-scooter no sound. I need this fixed.",0,0,0,1,0,0,0,0,0,1,0,0
My vacuum overheats.,0,0,0,0,1,0,0,0,0,0,0,0
I noticed my fitness tracker speaker crackles after it fell. Please help.,0,0,0,1,0,0,0,0,0,0,0,0
"My tablet echo and static, and Tablet has been got wet and stopped working lately.",0,0,0,1,0,0,1,0,0,0,0,0
I noticed my TV app crashes and it's getting worse every day. Please help.,0,0,0,0,0,0,0,0,0,1,0,0
"Gaming console heart rate incorrect, and Gaming console has been dead pixels lately. Please help.",0,0,1,0,0,0,0,0,0,0,0,1
Printer blue screen right after I plugged it in.,0,0,0,0,0,0,0,0,0,1,0,0
Printer has been device smokes lately.,0,0,0,0,1,0,0,0,0,0,0,0
"I noticed my router roller jammed, and Router has been keys are sticky lately.",0,0,0,0,0,0,0,1,1,0,0,0
"The drone battery swelled, and Drone has been no sound lately.",0,1,0,1,0,0,0,0,0,0,0,0
My tablet won't hold charge.,0,1,0,0,0,0,0,0,0,0,0,0
Speaker disk making clicking noises and it's getting worse every day.,0,0,0,0,0,0,0,0,0,0,1,0
Camera liquid damage.,0,0,0,0,0,0,1,0,0,0,0,0
"Printer microphone not working, and Printer has been remote buttons don't work lately. I need this fixed.",0,0,0,1,0,0,0,0,1,0,0,0
I noticed my TV echo and static.,0,0,0,1,0,0,0,0,0,0,0,0
"Phone has been battery indicator incorrect lately, and I noticed my phone won't turn on.",1,1,0,0,0,0,0,0,0,0,0,0
"Printer blue screen, and My printer keys are sticky. I need this fixed.",0,0,0,0,0,0,0,0,1,1,0,0
"E-scooter battery died in minutes, and I noticed my e-scooter speaker muffled after water. I need this fixed.",0,1,0,0,0,0,1,0,0,0,0,0
"The thermostat speaker crackles, and Thermostat screen ghost touches.",0,0,1,1,0,0,0,0,0,0,0,0
The earbuds data disappeared while charging.,0,0,0,0,0,0,0,0,0,0,1,0
Router has been error code on startup lately after a recent update.,0,0,0,0,0,0,0,0,0,1,0,0
"My gaming console power LED is on but device is dead, and I noticed my gaming console fails to charge. I need this fixed.",1,1,0,0,0,0,0,0,0,0,0,0
"Thermostat shuts off randomly, and I noticed my thermostat blue screen.",1,0,0,0,0,0,0,0,0,1,0,0
I noticed my printer audio cuts out.,0,0,0,1,0,0,0,0,0,0,0,0
"I noticed my router screen ghost touches, and The router blue screen.",0,0,1,0,0,0,0,0,0,1,0,0
The vacuum no lights but charger connected after a recent update.,1,0,0,0,0,0,0,0,0,0,0,0
The vacuum distorted audio and it's getting worse every day.,0,0,0,1,0,0,0,0,0,0,0,0
I noticed my drone heart rate incorrect. Please help.,0,0,0,0,0,0,0,0,0,0,0,1
"Tv sensor not accurate, and Tv has been keys are sticky lately.",0,0,0,0,0,0,0,0,1,0,0,1
"The fitness tracker screen is flickering, and My fitness tracker storage full unexpectedly.",0,0,1,0,0,0,0,0,0,0,1,0
E-scooter has no power.,1,0,0,0,0,0,0,0,0,0,0,0
"Gaming console has been mechanical grinding noise lately, and I noticed my gaming console battery died in minutes. I need this fixed.",0,1,0,0,0,0,0,1,0,0,0,0
Speaker has been software freezes lately and I tried restarting.,0,0,0,0,0,0,0,0,0,1,0,0
"My hard drive error code on startup, and Hard drive has been double-press issue lately. I need this fixed.",0,0,0,0,0,0,0,0,1,1,0,0
"The washing machine speaker crackles, and The washing machine double-press issue. I need this fixed.",0,0,0,1,0,0,0,0,1,0,0,0
"Tablet has no power, and Tablet has been audio cuts out lately.",1,0,0,1,0,0,0,0,0,0,0,0
My laptop touch input fails.,0,0,0,0,0,0,0,0,1,0,0,0
The e-scooter display has color tint right after I plugged it in.,0,0,1,0,0,0,0,0,0,0,0,0
"Hard drive has been speaker muffled after water lately, and The hard drive keys are sticky.",0,0,0,0,0,0,1,0,1,0,0,0
"I noticed my phone screen fogged after water, and Phone has been loud grinding noise lately.",0,0,0,1,0,0,1,0,0,0,0,0
The printer power LED is on but device is dead after a recent update.,1,0,0,0,0,0,0,0,0,0,0,0
Smartwatch mechanical grinding noise while charging.,0,0,0,0,0,0,0,1,0,0,0,0
"Drone has been disk making clicking noises lately, and Drone has been image is blurry lately.",0,0,1,0,0,0,0,0,0,0,1,0
Earbuds has been gives wrong readings lately. Please help.,0,0,0,0,0,0,0,0,0,0,0,1
"Router has been screen fogged after water lately, and Router has been gives wrong readings lately.",0,0,0,0,0,0,1,0,0,0,0,1
Camera audio cuts out while charging.,0,0,0,1,0,0,0,0,0,0,0,0
Router no internet connection.,0,0,0,0,0,1,0,0,0,0,0,0
Tablet has been won't boot lately while charging.,1,0,0,0,0,0,0,0,0,0,0,0
Drone has been won't spin lately. Please help.,0,0,0,0,0,0,0,1,0,0,0,0
The laptop battery indicator incorrect.,0,1,0,0,0,0,0,0,0,0,0,0
The thermostat liquid damage.,0,0,0,0,0,0,1,0,0,0,0,0
I noticed my e-scooter battery overheating since yesterday.,0,0,0,0,1,0,0,0,0,0,0,0
"The monitor screen is flickering, and I noticed my monitor software freezes. I need this fixed.",0,0,1,0,0,0,0,0,0,1,0,0
Hard drive has been roller jammed lately.,0,0,0,0,0,0,0,1,0,0,0,0
"The earbuds won't boot, and I noticed my earbuds distorted audio. I need this fixed.",1,0,0,1,0,0,0,0,0,0,0,0
E-scooter has been SD card not recognized lately.,0,0,0,0,0,0,0,0,0,0,1,0
Fitness tracker has been fails to start lately.,1,0,0,0,0,0,0,0,0,0,0,0
E-scooter motion sensor false triggers after it fell.,0,0,0,0,0,0,0,0,0,0,0,1
Phone data disappeared after a recent update.,0,0,0,0,0,0,0,0,0,0,1,0
"I noticed my router gets very hot, and Router has been firmware update failed lately.",0,0,0,0,1,0,0,0,0,1,0,0
The thermostat network drops while charging. Please help.,0,0,0,0,0,1,0,0,0,0,0,0
Laptop device smokes after it fell. Please help.,0,0,0,0,1,0,0,0,0,0,0,0
Speaker has been hard drive not detected lately.,0,0,0,0,0,0,0,0,0,0,1,0
The e-scooter doesn't power up and it's getting worse every day.,1,0,0,0,0,0,0,0,0,0,0,0
"My fitness tracker overheats, and The fitness tracker won't boot.",1,0,0,0,1,0,0,0,0,0,0,0
Earbuds has been no internet connection lately after a recent update.,0,0,0,0,0,1,0,0,0,0,0,0
Router has been loses signal lately after a recent update.,0,0,0,0,0,1,0,0,0,0,0,0
"I noticed my fitness tracker display shows lines, and Fitness tracker remote buttons don't work. I need this fixed.",0,0,1,0,0,0,0,0,1,0,0,0
"My router no internet connection, and The router makes clicking noise.",0,0,0,1,0,1,0,0,0,0,0,0
My printer mechanical grinding noise. Please help.,0,0,0,0,0,0,0,1,0,0,0,0
The gaming console double-press issue while charging.,0,0,0,0,0,0,0,0,1,0,0,0
Tablet app crashes since yesterday.,0,0,0,0,0,0,0,0,0,1,0,0
My TV screen fogged after water.,0,0,0,0,0,0,1,0,0,0,0,0
Router thermal throttling during use. Please help.,0,0,0,0,1,0,0,0,0,0,0,0
"Gaming console dropped in water, and My gaming console gets very hot. Please help.",0,0,0,0,1,0,1,0,0,0,0,0
The hard drive no cellular signal.,0,0,0,0,0,1,0,0,0,0,0,0
"I noticed my vacuum blue screen, and Vacuum has been won't boot lately.",1,0,0,0,0,0,0,0,0,1,0,0
My fitness tracker screen ghost touches.,0,0,1,0,0,0,0,0,0,0,0,0
"The laptop makes clicking noise, and My laptop shuts off randomly.",1,0,0,1,0,0,0,0,0,0,0,0
I noticed my drone heart rate incorrect.,0,0,0,0,0,0,0,0,0,0,0,1
"The phone screen ghost touches, and Phone stuck in bootloop. Please help.",0,0,1,0,0,0,0,0,0,1,0,0
"My earbuds shuts down due to heat, and Earbuds has been no lights but charger connected lately.",1,0,0,0,1,0,0,0,0,0,0,0
The router liquid damage.,0,0,0,0,0,0,1,0,0,0,0,0
Fitness tracker has been microphone not working lately while charging.,0,0,0,1,0,0,0,0,0,0,0,0
Smartwatch has been joystick drifts lately. Please help.,0,0,0,0,0,0,0,0,1,0,0,0
Vacuum has been Bluetooth won't pair lately.,0,0,0,0,0,1,0,0,0,0,0,0
"The vacuum stuck in bootloop, and I noticed my vacuum speaker muffled after water. I need this fixed.",0,0,0,0,0,0,1,0,0,1,0,0
My vacuum motion sensor false triggers.,0,0,0,0,0,0,0,0,0,0,0,1
"Earbuds app crashes, and Earbuds gets very hot. I need this fixed.",0,0,0,0,1,0,0,0,0,1,0,0
My speaker storage full unexpectedly.,0,0,0,0,0,0,0,0,0,0,1,0
I noticed my printer has no power.,1,0,0,0,0,0,0,0,0,0,0,0
The e-scooter files corrupted. Please help.,0,0,0,0,0,0,0,0,0,0,1,0
"Fitness tracker overheats, and I noticed my fitness tracker won't boot. I need this fixed.",1,0,0,0,1,0,0,0,0,0,0,0
"I noticed my earbuds motion sensor false triggers, and The earbuds files corrupted.",0,0,0,0,0,0,0,0,0,0,1,1
"Phone speaker muffled after water, and The phone gives wrong readings.",0,0,0,0,0,0,1,0,0,0,0,1
The gaming console GPS wrong location.,0,0,0,0,0,0,0,0,0,0,0,1
I noticed my camera OS won't load after it fell.,0,0,0,0,0,0,0,0,0,1,0,0
My e-scooter heart rate incorrect.,0,0,0,0,0,0,0,0,0,0,0,1
"Printer no internet connection, and Printer has been propeller is stuck lately.",0,0,0,0,0,1,0,1,0,0,0,0
Gaming console has been won't hold charge lately.,0,1,0,0,0,0,0,0,0,0,0,0
Router has been error code on startup lately.,0,0,0,0,0,0,0,0,0,1,0,0
The drone Wi-Fi disconnects and I tried restarting.,0,0,0,0,0,1,0,0,0,0,0,0
Printer has been fan runs loud constantly lately.,0,0,0,0,1,0,0,0,0,0,0,0
Phone doesn't power up.,1,0,0,0,0,0,0,0,0,0,0,0
Monitor has been blue screen lately.,0,0,0,0,0,0,0,0,0,1,0,0
"I noticed my printer propeller is stuck, and My printer device smokes.",0,0,0,0,1,0,0,1,0,0,0,0
"Router has been thermal throttling during use lately, and My router mechanical grinding noise.",0,0,0,0,1,0,0,1,0,0,0,0
Fitness tracker speaker muffled after water after a recent update.,0,0,0,0,0,0,1,0,0,0,0,0
"I noticed my fitness tracker blue screen, and Fitness tracker battery died in minutes.",0,1,0,0,0,0,0,0,0,1,0,0
"Tablet loud grinding noise, and Tablet has been battery overheating lately. Please help.",0,0,0,1,1,0,0,0,0,0,0,0
Hard drive no internet connection. Please help.,0,0,0,0,0,1,0,0,0,0,0,0
Drone has been drum won't rotate lately right after I plugged it in.,0,0,0,0,0,0,0,1,0,0,0,0
E-scooter has been won't hold charge lately.,0,1,0,0,0,0,0,0,0,0,0,0
Earbuds data disappeared and I tried restarting.,0,0,0,0,0,0,0,0,0,0,1,0
My smartwatch gets very hot right after I plugged it in. Please help.,0,0,0,0,1,0,0,0,0,0,0,0
I noticed my speaker disk making clicking noises and it's getting worse every day.,0,0,0,0,0,0,0,0,0,0,1,0
"I noticed my gaming console loud grinding noise, and Gaming console stuck in bootloop.",0,0,0,1,0,0,0,0,0,1,0,0
"I noticed my router disk making clicking noises, and Router has been no cellular signal lately. I need this fixed.",0,0,0,0,0,1,0,0,0,0,1,0
The router double-press issue.,0,0,0,0,0,0,0,0,1,0,0,0
The smartwatch hard drive not detected.,0,0,0,0,0,0,0,0,0,0,1,0
The vacuum touch input fails.,0,0,0,0,0,0,0,0,1,0,0,0
"The tablet distorted audio, and I noticed my tablet data disappeared.",0,0,0,1,0,0,0,0,0,0,1,0
Hard drive has been screen ghost touches lately while charging.,0,0,1,0,0,0,0,0,0,0,0,0
Thermostat shuts down due to heat.,0,0,0,0,1,0,0,0,0,0,0,0
"My earbuds loud grinding noise, and My earbuds won't charge.",0,1,0,1,0,0,0,0,0,0,0,0
Printer won't turn on after it fell.,1,0,0,0,0,0,0,0,0,0,0,0
"I noticed my fitness tracker dead pixels, and My fitness tracker power LED is on but device is dead.",1,0,1,0,0,0,0,0,0,0,0,0
The TV buttons not registering and it's getting worse every day.,0,0,0,0,0,0,0,0,1,0,0,0
The earbuds echo and static and I tried restarting.,0,0,0,1,0,0,0,0,0,0,0,0
"I noticed my washing machine display shows lines, and Washing machine has been proximity sensor fails lately.",0,0,1,0,0,0,0,0,0,0,0,1
"I noticed my router overheats, and I noticed my router joystick drifts.",0,0,0,0,1,0,0,0,1,0,0,0
Phone has been GPS wrong location lately.,0,0,0,0,0,0,0,0,0,0,0,1
Fitness tracker has been mechanical grinding noise lately.,0,0,0,0,0,0,0,1,0,0,0,0
I noticed my printer Bluetooth won't pair since yesterday.,0,0,0,0,0,1,0,0,0,0,0,0
I noticed my phone storage full unexpectedly.,0,0,0,0,0,0,0,0,0,0,1,0
Monitor has been distorted audio lately.,0,0,0,1,0,0,0,0,0,0,0,0
"My e-scooter propeller is stuck, and The e-scooter makes clicking noise. Please help.",0,0,0,1,0,0,0,1,0,0,0,0
I noticed my fitness tracker buttons not registering and it's getting worse every day.,0,0,0,0,0,0,0,0,1,0,0,0
Vacuum data disappeared since yesterday. Please help.,0,0,0,0,0,0,0,0,0,0,1,0
"I noticed my smartwatch loses signal, and I noticed my smartwatch has no power. Please help.",1,0,0,0,0,1,0,0,0,0,0,0
"I noticed my smartwatch Bluetooth won't pair, and Smartwatch has been gets very hot lately.",0,0,0,0,1,1,0,0,0,0,0,0
"Tv has been gets very hot lately, and Tv has been hard drive not detected lately.",0,0,0,0,1,0,0,0,0,0,1,0
I noticed my drone device smokes and I tried restarting.,0,0,0,0,1,0,0,0,0,0,0,0
I noticed my phone touchscreen not responding.,0,0,1,0,0,0,0,0,0,0,0,0
The phone stuck in bootloop.,0,0,0,0,0,0,0,0,0,1,0,0
"My vacuum doesn't power up, and The vacuum trackpad stops working.",1,0,0,0,0,0,0,0,1,0,0,0
Vacuum has been blue screen lately right after I plugged it in.,0,0,0,0,0,0,0,0,0,1,0,0
"The drone remote buttons don't work, and Drone device smokes.",0,0,0,0,1,0,0,0,1,0,0,0
I noticed my speaker Bluetooth won't pair since yesterday.,0,0,0,0,0,1,0,0,0,0,0,0
Vacuum has been no internet connection lately right after I plugged it in.,0,0,0,0,0,1,0,0,0,0,0,0
"My e-scooter won't turn on, and E-scooter has been speaker muffled after water lately. I need this fixed. Please help.",1,0,0,0,0,0,1,0,0,0,0,0
I noticed my camera mechanical grinding noise.,0,0,0,0,0,0,0,1,0,0,0,0
"The washing machine microphone not working, and Washing machine has been battery drains quickly lately.",0,1,0,1,0,0,0,0,0,0,0,0
The gaming console dead pixels while charging.,0,0,1,0,0,0,0,0,0,0,0,0
Earbuds power LED is on but device is dead and I tried restarting.,1,0,0,0,0,0,0,0,0,0,0,0
Hard drive has been got wet and stopped working lately.,0,0,0,0,0,0,1,0,0,0,0,0
I noticed my phone remote buttons don't work.,0,0,0,0,0,0,0,0,1,0,0,0
Vacuum screen is flickering.,0,0,1,0,0,0,0,0,0,0,0,0
Router has been screen is flickering lately.,0,0,1,0,0,0,0,0,0,0,0,0
Hard drive echo and static. Please help.,0,0,0,1,0,0,0,0,0,0,0,0
Router won't hold charge and I tried restarting.,0,1,0,0,0,0,0,0,0,0,0,0
The thermostat buttons not registering. Please help.,0,0,0,0,0,0,0,0,1,0,0,0
My gaming console can't find networks after a recent update.,0,0,0,0,0,1,0,0,0,0,0,0
E-scooter has been GPS wrong location lately right after I plugged it in.,0,0,0,0,0,0,0,0,0,0,0,1
Vacuum SD card not recognized. Please help.,0,0,0,0,0,0,0,0,0,0,1,0
"My monitor overheats, and My monitor keys are sticky. I need this fixed.",0,0,0,0,1,0,0,0,1,0,0,0
Router screen ghost touches. Please help.,0,0,1,0,0,0,0,0,0,0,0,0
The camera got wet and stopped working.,0,0,0,0,0,0,1,0,0,0,0,0
My monitor battery overheating after it fell.,0,0,0,0,1,0,0,0,0,0,0,0
The e-scooter files corrupted. Please help.,0,0,0,0,0,0,0,0,0,0,1,0
Hard drive has been power LED is on but device is dead lately. Please help.,1,0,0,0,0,0,0,0,0,0,0,0
I noticed my e-scooter GPS wrong location right after I plugged it in.,0,0,0,0,0,0,0,0,0,0,0,1
"My vacuum hard drive not detected, and My vacuum touchscreen not responding.",0,0,1,0,0,0,0,0,0,0,1,0
The vacuum remote buttons don't work right after I plugged it in.,0,0,0,0,0,0,0,0,1,0,0,0
My vacuum won't charge after a recent update.,0,1,0,0,0,0,0,0,0,0,0,0
Router speaker crackles.,0,0,0,1,0,0,0,0,0,0,0,0
"The smartwatch propeller is stuck, and Smartwatch won't turn on. Please help.",1,0,0,0,0,0,0,1,0,0,0,0
My speaker network drops while charging. Please help.,0,0,0,0,0,1,0,0,0,0,0,0
Router screen is black.,0,0,1,0,0,0,0,0,0,0,0,0
Monitor propeller is stuck.,0,0,0,0,0,0,0,1,0,0,0,0
"I noticed my thermostat joystick drifts, and I noticed my thermostat speaker crackles.",0,0,0,1,0,0,0,0,1,0,0,0
The printer makes clicking noise.,0,0,0,1,0,0,0,0,0,0,0,0
I noticed my phone gets very hot and it's getting worse every day. Please help.,0,0,0,0,1,0,0,0,0,0,0,0
The printer stuck in bootloop after a recent update.,0,0,0,0,0,0,0,0,0,1,0,0
"Earbuds has been proximity sensor fails lately, and Earbuds liquid damage.",0,0,0,0,0,0,1,0,0,0,0,1
I noticed my hard drive heart rate incorrect after a recent update.,0,0,0,0,0,0,0,0,0,0,0,1
Camera battery indicator incorrect. Please help.,0,1,0,0,0,0,0,0,0,0,0,0
I noticed my vacuum battery overheating.,0,0,0,0,1,0,0,0,0,0,0,0
The hard drive gets very hot. Please help.,0,0,0,0,1,0,0,0,0,0,0,0
Tv has been fan runs loud constantly lately.,0,0,0,0,1,0,0,0,0,0,0,0
My drone proximity sensor fails.,0,0,0,0,0,0,0,0,0,0,0,1
"Washing machine has been software freezes lately, and I noticed my washing machine trackpad stops working.",0,0,0,0,0,0,0,0,1,1,0,0
The earbuds no internet connection.,0,0,0,0,0,1,0,0,0,0,0,0
E-scooter has been microphone not working lately.,0,0,0,1,0,0,0,0,0,0,0,0
"Tablet heart rate incorrect, and Tablet won't turn on.",1,0,0,0,0,0,0,0,0,0,0,1
"The printer GPS wrong location, and The printer network drops. I need this fixed.",0,0,0,0,0,1,0,0,0,0,0,1
My vacuum motor buzzing.,0,0,0,0,0,0,0,1,0,0,0,0
E-scooter mechanical grinding noise.,0,0,0,0,0,0,0,1,0,0,0,0
"I noticed my gaming console GPS wrong location, and The gaming console joystick drifts. Please help.",0,0,0,0,0,0,0,0,1,0,0,1
I noticed my camera battery swelled.,0,1,0,0,0,0,0,0,0,0,0,0
Drone has been loses signal lately.,0,0,0,0,0,1,0,0,0,0,0,0
Tablet has been drum won't rotate lately and I tried restarting. Please help.,0,0,0,0,0,0,0,1,0,0,0,0
Monitor has been Bluetooth won't pair lately.,0,0,0,0,0,1,0,0,0,0,0,0
Phone dead pixels.,0,0,1,0,0,0,0,0,0,0,0,0
My printer won't spin.,0,0,0,0,0,0,0,1,0,0,0,0
The drone screen is flickering since yesterday.,0,0,1,0,0,0,0,0,0,0,0,0
The printer gives wrong readings right after I plugged it in.,0,0,0,0,0,0,0,0,0,0,0,1
I noticed my laptop GPS wrong location.,0,0,0,0,0,0,0,0,0,0,0,1
Router app crashes. Please help.,0,0,0,0,0,0,0,0,0,1,0,0
The printer OS won't load.,0,0,0,0,0,0,0,0,0,1,0,0
"The camera corroded port after spill, and Camera has been screen is black lately.",0,0,1,0,0,0,1,0,0,0,0,0
I noticed my router drum won't rotate.,0,0,0,0,0,0,0,1,0,0,0,0
Thermostat has been got wet and stopped working lately.,0,0,0,0,0,0,1,0,0,0,0,0
"Vacuum error code on startup, and Vacuum got wet and stopped working.",0,0,0,0,0,0,1,0,0,1,0,0
Washing machine has been fan runs loud constantly lately and I tried restarting.,0,0,0,0,1,0,0,0,0,0,0,0
Tv won't boot.,1,0,0,0,0,0,0,0,0,0,0,0
The laptop network drops.,0,0,0,0,0,1,0,0,0,0,0,0
Gaming console joystick drifts.,0,0,0,0,0,0,0,0,1,0,0,0
My laptop touch input fails. Please help.,0,0,0,0,0,0,0,0,1,0,0,0
I noticed my phone loud grinding noise.,0,0,0,1,0,0,0,0,0,0,0,0
Tv has been image is blurry lately.,0,0,1,0,0,0,0,0,0,0,0,0
Smartwatch speaker muffled after water and I tried restarting. Please help.,0,0,0,0,0,0,1,0,0,0,0,0
"Tablet thermal throttling during use, and My tablet liquid damage. I need this fixed.",0,0,0,0,1,0,1,0,0,0,0,0
Earbuds has been can't find networks lately.,0,0,0,0,0,1,0,0,0,0,0,0
"Smartwatch has been screen is flickering lately, and My smartwatch motor not spinning. I need this fixed.",0,0,1,0,0,0,0,1,0,0,0,0
Laptop echo and static right after I plugged it in. Please help.,0,0,0,1,0,0,0,0,0,0,0,0
The speaker display has color tint and it's getting worse every day. Please help.,0,0,1,0,0,0,0,0,0,0,0,0
I noticed my router won't charge after it fell. Please help.,0,1,0,0,0,0,0,0,0,0,0,0
"Router has been gets very hot lately, and My router no internet connection.",0,0,0,0,1,1,0,0,0,0,0,0
Router has been propeller is stuck lately.,0,0,0,0,0,0,0,1,0,0,0,0
"Gaming console overheats, and Gaming console has been Bluetooth won't pair lately.",0,0,0,0,1,1,0,0,0,0,0,0
"I noticed my smartwatch app crashes, and Smartwatch got wet and stopped working.",0,0,0,0,0,0,1,0,0,1,0,0
"My fitness tracker can't find networks, and My fitness tracker GPS wrong location.",0,0,0,0,0,1,0,0,0,0,0,1
Camera has been display shows lines lately and it's getting worse every day. Please help.,0,0,1,0,0,0,0,0,0,0,0,0
My printer Bluetooth won't pair.,0,0,0,0,0,1,0,0,0,0,0,0
"I noticed my fitness tracker touch input fails, and The fitness tracker hard drive not detected.",0,0,0,0,0,0,0,0,1,0,1,0
"Washing machine firmware update failed, and Washing machine has been touchscreen not responding lately.",0,0,1,0,0,0,0,0,0,1,0,0
"Phone has been image is blurry lately, and Phone corroded port after spill.",0,0,1,0,0,0,1,0,0,0,0,0
The speaker won't charge.,0,1,0,0,0,0,0,0,0,0,0,0
My drone propeller is stuck.,0,0,0,0,0,0,0,1,0,0,0,0
Laptop won't boot after a recent update.,1,0,0,0,0,0,0,0,0,0,0,0
"I noticed my camera hard drive not detected, and My camera overheats. I need this fixed.",0,0,0,0,1,0,0,0,0,0,1,0
"I noticed my printer stuck in bootloop, and The printer power LED is on but device is dead. I need this fixed. Please help.",1,0,0,0,0,0,0,0,0,1,0,0
"My washing machine loses signal, and My washing machine won't turn on.",1,0,0,0,0,1,0,0,0,0,0,0
I noticed my earbuds screen is black after it fell.,0,0,1,0,0,0,0,0,0,0,0,0
Vacuum display shows lines.,0,0,1,0,0,0,0,0,0,0,0,0
"My fitness tracker SD card not recognized, and The fitness tracker fails to charge.",0,1,0,0,0,0,0,0,0,0,1,0
My vacuum software freezes.,0,0,0,0,0,0,0,0,0,1,0,0
Phone sensor not accurate.,0,0,0,0,0,0,0,0,0,0,0,1
Camera has been got wet and stopped working lately.,0,0,0,0,0,0,1,0,0,0,0,0
Printer won't spin.,0,0,0,0,0,0,0,1,0,0,0,0
My washing machine remote buttons don't work while charging.,0,0,0,0,0,0,0,0,1,0,0,0
I noticed my fitness tracker blue screen while charging.,0,0,0,0,0,0,0,0,0,1,0,0
Speaker has been disk making clicking noises lately.,0,0,0,0,0,0,0,0,0,0,1,0
"Router echo and static, and I noticed my router mechanical grinding noise.",0,0,0,1,0,0,0,1,0,0,0,0
My tablet corroded port after spill. Please help.,0,0,0,0,0,0,1,0,0,0,0,0
I noticed my washing machine battery indicator incorrect and it's getting worse every day.,0,1,0,0,0,0,0,0,0,0,0,0
"Laptop gets very hot, and The laptop propeller is stuck.",0,0,0,0,1,0,0,1,0,0,0,0
"Tablet has been battery drains quickly lately, and I noticed my tablet got wet and stopped working.",0,1,0,0,0,0,1,0,0,0,0,0
Laptop battery overheating.,0,0,0,0,1,0,0,0,0,0,0,0
I noticed my camera display shows lines after a recent update.,0,0,1,0,0,0,0,0,0,0,0,0
Smartwatch has been won't turn on lately. Please help.,1,0,0,0,0,0,0,0,0,0,0,0
Router has been Bluetooth won't pair lately.,0,0,0,0,0,1,0,0,0,0,0,0
Thermostat has been sensor not accurate lately.,0,0,0,0,0,0,0,0,0,0,0,1
My drone loud grinding noise while charging.,0,0,0,1,0,0,0,0,0,0,0,0
Tablet won't turn on.,1,0,0,0,0,0,0,0,0,0,0,0
Speaker data disappeared after it fell.,0,0,0,0,0,0,0,0,0,0,1,0
Speaker trackpad stops working since yesterday.,0,0,0,0,0,0,0,0,1,0,0,0
Fitness tracker audio cuts out.,0,0,0,1,0,0,0,0,0,0,0,0
The printer keys are sticky.,0,0,0,0,0,0,0,0,1,0,0,0
My monitor can't save files since yesterday.,0,0,0,0,0,0,0,0,0,0,1,0
"Printer battery drains quickly, and I noticed my printer got wet and stopped working. I need this fixed.",0,1,0,0,0,0,1,0,0,0,0,0
Router has been battery overheating lately since yesterday.,0,0,0,0,1,0,0,0,0,0,0,0
"My vacuum loses signal, and The vacuum firmware update failed. Please help.",0,0,0,0,0,1,0,0,0,1,0,0
"I noticed my phone no internet connection, and I noticed my phone has no power.",1,0,0,0,0,1,0,0,0,0,0,0
Washing machine display has color tint.,0,0,1,0,0,0,0,0,0,0,0,0
Speaker echo and static.,0,0,0,1,0,0,0,0,0,0,0,0
I noticed my hard drive won't boot.,1,0,0,0,0,0,0,0,0,0,0,0
I noticed my phone shuts off randomly and I tried restarting.,1,0,0,0,0,0,0,0,0,0,0,0
I noticed my monitor won't hold charge after a recent update.,0,1,0,0,0,0,0,0,0,0,0,0
My tablet motor buzzing.,0,0,0,0,0,0,0,1,0,0,0,0
I noticed my fitness tracker blue screen since yesterday.,0,0,0,0,0,0,0,0,0,1,0,0
My drone liquid damage while charging.,0,0,0,0,0,0,1,0,0,0,0,0
The e-scooter proximity sensor fails.,0,0,0,0,0,0,0,0,0,0,0,1
Router has been remote buttons don't work lately since yesterday.,0,0,0,0,0,0,0,0,1,0,0,0
My router Wi-Fi disconnects.,0,0,0,0,0,1,0,0,0,0,0,0
"My gaming console distorted audio, and I noticed my gaming console joystick drifts. I need this fixed.",0,0,0,1,0,0,0,0,1,0,0,0
"E-scooter image is blurry, and My e-scooter gets very hot. I need this fixed.",0,0,1,0,1,0,0,0,0,0,0,0
"Fitness tracker blue screen, and The fitness tracker corroded port after spill. I need this fixed.",0,0,0,0,0,0,1,0,0,1,0,0
Tablet has been image is blurry lately.,0,0,1,0,0,0,0,0,0,0,0,0
I noticed my earbuds GPS wrong location.,0,0,0,0,0,0,0,0,0,0,0,1
"The earbuds battery drains quickly, and I noticed my earbuds won't turn on. Please help.",1,1,0,0,0,0,0,0,0,0,0,0
My gaming console joystick drifts right after I plugged it in.,0,0,0,0,0,0,0,0,1,0,0,0
The router trackpad stops working.,0,0,0,0,0,0,0,0,1,0,0,0
Smartwatch motor not spinning after it fell.,0,0,0,0,0,0,0,1,0,0,0,0
The smartwatch Bluetooth won't pair and I tried restarting.,0,0,0,0,0,1,0,0,0,0,0,0
The printer dropped in water.,0,0,0,0,0,0,1,0,0,0,0,0
I noticed my gaming console thermal throttling during use while charging.,0,0,0,0,1,0,0,0,0,0,0,0
Thermostat app crashes right after I plugged it in.,0,0,0,0,0,0,0,0,0,1,0,0
Phone sensor not accurate after a recent update. Please help.,0,0,0,0,0,0,0,0,0,0,0,1
